employee_id,country,department,job_level,work_mode,tenure_years,annual_salary_eur,productivity_score,satisfaction_score,annual_cost_saving_eur,meetings_per_week,commute_hours_pw
GE-0491,Germany,Data & Analytics,Senior,Hybrid,3.0,54360.0,7.37,10.0,6000.0,15,2.452122652124949
GE-0492,Germany,Product Management,Junior,Hybrid,9.6,84921.0,7.86,10.0,6000.0,5,2.209148220516484
GE-0493,Germany,Data & Analytics,Mid,Fully Remote,3.9,71498.0,8.04,7.76,12000.0,6,0.0
GE-0494,Germany,Data & Analytics,Junior,Fully Remote,2.3,46809.0,7.59,7.55,12000.0,7,0.0
GE-0495,Germany,Product Management,Mid,Hybrid,5.8,69779.0,7.78,4.7,6000.0,12,1.3410760977964518
GE-0496,Germany,Engineering,Junior,Fully Remote,10.5,37700.0,7.44,5.99,12000.0,5,0.0
GE-0497,Germany,Data & Analytics,Mid,Hybrid,0.5,73132.0,10.0,6.22,6000.0,16,1.7131178423537774
GE-0498,Germany,Engineering,Senior,Fully Remote,14.2,76508.0,6.93,5.87,12000.0,13,0.0
GE-0499,Germany,HR & Ops,Mid,In-Office,0.5,57299.0,7.44,6.25,0.0,11,5.487582134372168
GE-0500,Germany,Product Management,Senior,In-Office,5.9,66606.0,8.46,5.79,0.0,4,3.3831120099610135
GE-0501,Germany,Sales,Junior,Hybrid,1.2,90404.0,8.93,4.43,6000.0,5,1.9785585221032063
GE-0502,Germany,Engineering,Senior,Hybrid,0.5,58425.0,9.02,8.52,6000.0,7,1.4099584656518216
GE-0503,Germany,Data & Analytics,Senior,Fully Remote,2.0,51234.0,7.77,5.19,12000.0,15,0.0
GE-0504,Germany,Data & Analytics,Lead,In-Office,3.6,84262.0,5.83,6.86,0.0,12,7.371990158541654
GE-0505,Germany,Data & Analytics,Mid,Hybrid,1.7,90514.0,9.56,10.0,6000.0,13,2.811823342469295
GE-0506,Germany,Data & Analytics,Mid,Fully Remote,0.5,65048.0,5.62,5.42,12000.0,16,0.0
GE-0507,Germany,HR & Ops,Junior,In-Office,3.2,78149.0,7.56,2.7,0.0,10,7.718831911060072
GE-0508,Germany,Product Management,Mid,In-Office,8.1,82439.0,6.29,6.07,0.0,6,5.724123378367159
GE-0509,Germany,Data & Analytics,Lead,In-Office,1.7,55348.0,7.12,8.15,0.0,11,6.294509032874286
GE-0510,Germany,HR & Ops,Senior,Hybrid,0.9,58691.0,7.99,10.0,6000.0,8,1.1040475100588938
GE-0511,Germany,Sales,Junior,Hybrid,2.0,81001.0,7.99,5.56,6000.0,13,2.9989213621193462
GE-0512,Germany,Engineering,Senior,Hybrid,0.5,86905.0,8.11,8.15,6000.0,6,2.455072854460285
GE-0513,Germany,Product Management,Junior,In-Office,6.0,72317.0,9.14,5.8,0.0,17,6.334828517435909
GE-0514,Germany,Sales,Senior,In-Office,6.1,53562.0,7.74,6.34,0.0,4,3.974983687605099
GE-0515,Germany,HR & Ops,Junior,Fully Remote,3.1,90832.0,6.71,10.0,12000.0,17,0.0
GE-0516,Germany,HR & Ops,Mid,Fully Remote,1.5,58097.0,8.16,4.55,12000.0,4,0.0
GE-0517,Germany,Product Management,Lead,Fully Remote,5.6,60643.0,8.43,7.18,12000.0,13,0.0
GE-0518,Germany,HR & Ops,Mid,In-Office,2.8,69450.0,5.73,7.2,0.0,13,6.701891484705099
GE-0519,Germany,Product Management,Senior,In-Office,6.1,85204.0,7.92,8.13,0.0,9,3.4762446698643474
GE-0520,Germany,Data & Analytics,Senior,Fully Remote,3.5,76102.0,7.84,6.95,12000.0,5,0.0
GE-0521,Germany,Product Management,Senior,Hybrid,5.4,70393.0,7.24,7.86,6000.0,14,1.3467921324122387
GE-0522,Germany,HR & Ops,Senior,Hybrid,3.2,71023.0,9.25,6.81,6000.0,11,2.4867057911400248
GE-0523,Germany,Product Management,Manager,In-Office,1.9,65566.0,7.02,6.9,0.0,8,5.467399990364388
GE-0524,Germany,HR & Ops,Mid,In-Office,11.1,72256.0,7.35,5.99,0.0,4,6.649617596429105
GE-0525,Germany,Sales,Mid,In-Office,2.7,32116.0,6.99,7.43,0.0,16,5.250320852078791
GE-0526,Germany,Engineering,Manager,Hybrid,3.3,61144.0,7.62,6.85,6000.0,7,2.299085917207321
GE-0527,Germany,Data & Analytics,Junior,Hybrid,0.9,68137.0,6.28,7.97,6000.0,5,1.558678970553119
GE-0528,Germany,Engineering,Lead,Fully Remote,3.4,50037.0,5.27,6.76,12000.0,4,0.0
GE-0529,Germany,Product Management,Lead,Fully Remote,3.0,70022.0,8.91,8.49,12000.0,14,0.0
GE-0530,Germany,Sales,Mid,In-Office,0.7,62342.0,6.18,6.42,0.0,17,5.967482079109257
GE-0531,Germany,Engineering,Mid,In-Office,0.5,87821.0,6.01,3.84,0.0,16,7.850584432092161
GE-0532,Germany,HR & Ops,Junior,In-Office,3.2,85449.0,4.62,8.39,0.0,16,4.800498153910566
GE-0533,Germany,Product Management,Junior,In-Office,5.0,58945.0,6.43,5.14,0.0,7,3.5047081277819943
GE-0534,Germany,Data & Analytics,Manager,Hybrid,2.6,63039.0,6.01,6.42,6000.0,17,2.383854726533184
GE-0535,Germany,Engineering,Manager,Hybrid,0.9,64039.0,9.57,6.51,6000.0,14,1.4186121516684171
GE-0536,Germany,HR & Ops,Senior,In-Office,3.8,59128.0,8.41,8.56,0.0,9,5.012631777450711
GE-0537,Germany,Data & Analytics,Mid,In-Office,0.5,67535.0,6.37,3.3,0.0,12,3.4520948889583036
GE-0538,Germany,Sales,Manager,Fully Remote,2.0,55142.0,9.7,10.0,12000.0,13,0.0
GE-0539,Germany,Data & Analytics,Mid,Hybrid,0.6,50302.0,8.78,8.98,6000.0,14,1.1024485928086265
GE-0540,Germany,Data & Analytics,Lead,Fully Remote,0.7,73095.0,6.61,7.13,12000.0,7,0.0
GE-0541,Germany,HR & Ops,Mid,In-Office,0.8,73184.0,4.2,6.42,0.0,7,3.5241787360299566
GE-0542,Germany,Data & Analytics,Junior,Hybrid,1.7,54544.0,10.0,7.83,6000.0,9,2.131484052141803
GE-0543,Germany,Data & Analytics,Junior,Fully Remote,0.5,76640.0,5.33,7.58,12000.0,4,0.0
GE-0544,Germany,HR & Ops,Lead,Hybrid,1.8,56789.0,5.63,8.37,6000.0,9,1.2116100497130284
GE-0545,Germany,Sales,Junior,Hybrid,2.5,68291.0,8.83,8.23,6000.0,6,1.1408107248050283
GE-0546,Germany,HR & Ops,Mid,Fully Remote,2.3,75664.0,9.93,6.93,12000.0,9,0.0
GE-0547,Germany,HR & Ops,Junior,Fully Remote,1.7,64563.0,8.66,6.5,12000.0,14,0.0
GE-0548,Germany,Data & Analytics,Manager,Hybrid,6.4,70912.0,8.28,7.17,6000.0,5,2.2884260319792356
GE-0549,Germany,Product Management,Mid,Hybrid,0.5,58286.0,8.31,7.11,6000.0,9,2.7879461149250093
GE-0550,Germany,Sales,Junior,Hybrid,2.5,62446.0,8.62,9.1,6000.0,4,2.088252003926202
GE-0551,Germany,Data & Analytics,Mid,Hybrid,0.5,62324.0,8.51,8.29,6000.0,5,2.2134324039400077
GE-0552,Germany,Sales,Senior,In-Office,0.5,55294.0,7.54,2.09,0.0,6,3.457131344308546
GE-0553,Germany,Engineering,Mid,Hybrid,3.0,62702.0,7.73,8.38,6000.0,9,1.5743295302611149
GE-0554,Germany,Product Management,Junior,Hybrid,2.9,44868.0,7.52,7.69,6000.0,17,1.7772618912142055
GE-0555,Germany,Product Management,Senior,In-Office,7.4,58615.0,6.3,6.47,0.0,7,6.365556740622644
GE-0556,Germany,Engineering,Lead,Hybrid,2.9,61297.0,7.26,6.82,6000.0,5,2.7030743437958513
GE-0557,Germany,Product Management,Junior,Fully Remote,11.2,61670.0,4.97,8.49,12000.0,4,0.0
GE-0558,Germany,Product Management,Lead,Fully Remote,0.5,61861.0,6.88,8.22,12000.0,14,0.0
GE-0559,Germany,Product Management,Mid,Hybrid,0.5,64197.0,6.41,6.24,6000.0,14,2.2764488300812227
GE-0560,Germany,Data & Analytics,Manager,Hybrid,0.5,71233.0,6.28,8.01,6000.0,4,1.9055086754174801
GE-0561,Germany,Data & Analytics,Senior,Hybrid,0.7,76369.0,7.82,5.94,6000.0,9,2.550163600678238
GE-0562,Germany,HR & Ops,Senior,Fully Remote,2.7,56553.0,8.67,4.73,12000.0,8,0.0
GE-0563,Germany,HR & Ops,Mid,Fully Remote,3.6,49358.0,8.1,5.86,12000.0,15,0.0
GE-0564,Germany,Product Management,Mid,Fully Remote,0.5,51453.0,5.12,8.09,12000.0,3,0.0
GE-0565,Germany,Product Management,Mid,Fully Remote,10.2,58666.0,5.81,8.23,12000.0,16,0.0
GE-0566,Germany,Sales,Junior,Hybrid,6.5,60425.0,8.73,8.17,6000.0,10,2.9331815404466335
GE-0567,Germany,Data & Analytics,Mid,Hybrid,1.2,54990.0,6.42,8.49,6000.0,9,1.7788693601553465
GE-0568,Germany,Sales,Manager,Hybrid,0.5,48150.0,7.33,8.17,6000.0,4,2.7625013633637794
GE-0569,Germany,HR & Ops,Senior,In-Office,0.7,59070.0,7.86,5.54,0.0,16,6.622789545794092
GE-0570,Germany,Product Management,Senior,Fully Remote,0.5,67359.0,5.84,7.45,12000.0,9,0.0
GE-0571,Germany,Product Management,Senior,Hybrid,0.5,72735.0,7.73,8.6,6000.0,16,1.7647266621232558
GE-0572,Germany,Sales,Mid,Hybrid,2.6,57754.0,6.0,8.53,6000.0,10,1.725731633990207
GE-0573,Germany,HR & Ops,Lead,Hybrid,1.0,59631.0,6.88,9.18,6000.0,3,2.048509441075473
GE-0574,Germany,HR & Ops,Senior,Hybrid,1.6,52953.0,7.98,8.46,6000.0,15,1.5550456098047851
GE-0575,Germany,HR & Ops,Junior,In-Office,15.0,64591.0,5.29,7.03,0.0,15,5.885933381116544
GE-0576,Germany,Sales,Junior,In-Office,4.0,53970.0,7.73,8.11,0.0,8,6.090514827808484
GE-0577,Germany,Engineering,Mid,Fully Remote,10.4,72451.0,6.98,6.76,12000.0,6,0.0
GE-0578,Germany,Engineering,Mid,In-Office,0.5,41784.0,7.86,5.18,0.0,10,3.966696168060261
GE-0579,Germany,Engineering,Mid,Hybrid,1.7,60325.0,7.87,7.16,6000.0,13,1.9333663116617283
GE-0580,Germany,Engineering,Junior,Fully Remote,2.8,68914.0,8.64,5.68,12000.0,11,0.0
GE-0581,Germany,Product Management,Mid,Hybrid,0.5,67390.0,7.75,6.39,6000.0,6,2.0174119684325333
GE-0582,Germany,Data & Analytics,Junior,In-Office,0.5,100009.0,6.68,6.28,0.0,10,3.8411828955424596
GE-0583,Germany,HR & Ops,Lead,Hybrid,3.9,69547.0,7.75,6.21,6000.0,14,1.4949259624662927
GE-0584,Germany,Sales,Senior,Fully Remote,3.6,51947.0,7.65,6.34,12000.0,8,0.0
GE-0585,Germany,Product Management,Lead,Hybrid,1.9,63759.0,7.66,4.56,6000.0,6,1.1461701820523005
GE-0586,Germany,Sales,Manager,Fully Remote,2.4,41909.0,7.05,7.12,12000.0,3,0.0
GE-0587,Germany,Data & Analytics,Senior,Fully Remote,1.9,63952.0,6.16,6.8,12000.0,13,0.0
GE-0588,Germany,HR & Ops,Junior,Fully Remote,0.5,54170.0,6.2,5.57,12000.0,13,0.0
GE-0589,Germany,Data & Analytics,Mid,Fully Remote,1.4,76900.0,5.32,7.79,12000.0,12,0.0
GE-0590,Germany,Engineering,Mid,Fully Remote,0.7,57856.0,9.1,8.21,12000.0,15,0.0
GE-0591,Germany,Sales,Senior,Fully Remote,0.5,63482.0,5.51,4.39,12000.0,6,0.0
GE-0592,Germany,Engineering,Mid,Hybrid,11.0,56738.0,6.77,6.26,6000.0,3,2.083193845596974
GE-0593,Germany,Sales,Mid,Fully Remote,3.2,87605.0,6.14,5.65,12000.0,14,0.0
GE-0594,Germany,Product Management,Senior,Fully Remote,4.6,60824.0,8.07,5.39,12000.0,10,0.0
GE-0595,Germany,Engineering,Lead,In-Office,1.3,88823.0,6.85,7.74,0.0,14,6.07725710192203
GE-0596,Germany,Product Management,Mid,Hybrid,1.7,75584.0,9.1,7.11,6000.0,9,2.4826174167015242
GE-0597,Germany,Sales,Manager,Hybrid,0.9,71267.0,6.79,7.0,6000.0,13,1.212491416939121
GE-0598,Germany,Sales,Mid,Fully Remote,0.5,69794.0,7.33,3.79,12000.0,11,0.0
GE-0599,Germany,Product Management,Junior,Fully Remote,0.7,70119.0,6.0,7.75,12000.0,9,0.0
GE-0600,Germany,Product Management,Manager,Fully Remote,5.6,39940.0,9.57,4.94,12000.0,9,0.0
GE-0601,Germany,Sales,Lead,Fully Remote,4.0,61375.0,5.57,6.89,12000.0,8,0.0
GE-0602,Germany,Engineering,Senior,Fully Remote,2.8,75987.0,7.37,7.22,12000.0,3,0.0
GE-0603,Germany,Engineering,Manager,Fully Remote,2.3,64364.0,7.76,8.84,12000.0,16,0.0
GE-0604,Germany,Product Management,Mid,Fully Remote,8.9,46733.0,7.5,4.84,12000.0,9,0.0
GE-0605,Germany,HR & Ops,Lead,Fully Remote,0.5,64319.0,6.78,2.27,12000.0,3,0.0
GE-0606,Germany,Product Management,Senior,Hybrid,1.2,87153.0,7.44,7.68,6000.0,4,2.746722235682876
GE-0607,Germany,Engineering,Senior,Fully Remote,1.5,81210.0,7.05,9.5,12000.0,10,0.0
GE-0608,Germany,Sales,Mid,Fully Remote,5.3,64194.0,6.82,8.66,12000.0,6,0.0
GE-0609,Germany,Data & Analytics,Junior,Hybrid,15.0,77369.0,8.76,7.71,6000.0,14,2.7131439773666717
GE-0610,Germany,Engineering,Junior,Hybrid,1.0,60235.0,10.0,6.66,6000.0,9,1.8495883626628236
GE-0611,Germany,HR & Ops,Senior,Fully Remote,7.3,42850.0,6.33,8.01,12000.0,9,0.0
GE-0612,Germany,Data & Analytics,Senior,Hybrid,6.2,52982.0,5.96,5.94,6000.0,8,2.9767411334431424
GE-0613,Germany,Product Management,Junior,Hybrid,0.9,85318.0,7.49,8.11,6000.0,4,1.5245486436299698
GE-0614,Germany,Engineering,Junior,Fully Remote,1.8,61438.0,10.0,7.56,12000.0,4,0.0
GE-0615,Germany,Engineering,Mid,In-Office,1.8,61836.0,6.24,8.09,0.0,12,3.9043726221266817
GE-0616,Germany,Product Management,Mid,In-Office,13.4,61102.0,9.17,10.0,0.0,11,5.575961130691068
GE-0617,Germany,HR & Ops,Senior,Fully Remote,0.7,89754.0,9.01,7.39,12000.0,6,0.0
GE-0618,Germany,Sales,Mid,Fully Remote,5.6,86137.0,6.34,6.04,12000.0,12,0.0
GE-0619,Germany,Product Management,Lead,In-Office,1.4,93844.0,7.88,6.46,0.0,8,4.3443077248950335
GE-0620,Germany,Product Management,Senior,Hybrid,4.6,62932.0,9.55,4.75,6000.0,16,2.190553682208109
GE-0621,Germany,Data & Analytics,Manager,Fully Remote,1.9,68843.0,6.55,5.76,12000.0,8,0.0
GE-0622,Germany,Engineering,Junior,Fully Remote,3.0,45284.0,6.76,6.19,12000.0,8,0.0
GE-0623,Germany,HR & Ops,Lead,Fully Remote,6.3,84200.0,6.3,6.01,12000.0,9,0.0
GE-0624,Germany,Data & Analytics,Mid,Hybrid,5.7,49819.0,6.38,7.63,6000.0,16,1.9983396665253235
GE-0625,Germany,Engineering,Senior,Hybrid,7.0,67818.0,6.82,6.17,6000.0,13,1.0821647299111106
GE-0626,Germany,Data & Analytics,Manager,Fully Remote,0.5,50735.0,5.53,8.48,12000.0,14,0.0
GE-0627,Germany,Engineering,Manager,Hybrid,4.1,57345.0,7.64,7.4,6000.0,5,2.6229318783033637
GE-0628,Germany,Data & Analytics,Lead,Hybrid,0.5,54116.0,6.68,7.39,6000.0,13,1.1411001274197892
GE-0629,Germany,Product Management,Manager,Fully Remote,1.9,57098.0,7.28,6.31,12000.0,17,0.0
GE-0630,Germany,Data & Analytics,Mid,Fully Remote,2.8,57991.0,5.13,7.03,12000.0,8,0.0
GE-0631,Germany,Product Management,Mid,Hybrid,1.8,57873.0,8.0,8.64,6000.0,17,2.8493172191644938
GE-0632,Germany,Sales,Senior,In-Office,2.6,75833.0,8.2,5.2,0.0,10,5.640888607115086
GE-0633,Germany,Sales,Senior,Hybrid,15.0,50637.0,5.21,6.41,6000.0,5,1.9649861210553259
GE-0634,Germany,Product Management,Mid,Hybrid,0.5,67867.0,8.05,6.94,6000.0,17,1.3896809833107282
GE-0635,Germany,Data & Analytics,Mid,Fully Remote,3.9,80833.0,8.47,4.78,12000.0,13,0.0
GE-0636,Germany,Engineering,Mid,Hybrid,1.8,58328.0,6.15,6.17,6000.0,15,1.5978523001966665
GE-0637,Germany,Engineering,Mid,Hybrid,0.5,55667.0,9.61,6.69,6000.0,7,1.2612687631147195
GE-0638,Germany,Engineering,Junior,Fully Remote,0.6,62003.0,7.5,8.11,12000.0,12,0.0
GE-0639,Germany,Engineering,Manager,Fully Remote,10.4,80336.0,6.15,7.19,12000.0,9,0.0
GE-0640,Germany,Engineering,Manager,Fully Remote,7.4,67523.0,6.93,7.09,12000.0,10,0.0
GE-0641,Germany,Product Management,Junior,Fully Remote,8.3,58094.0,7.67,8.08,12000.0,5,0.0
GE-0642,Germany,HR & Ops,Senior,Fully Remote,15.0,71290.0,7.09,6.59,12000.0,11,0.0
GE-0643,Germany,Sales,Lead,Fully Remote,0.8,50670.0,7.65,7.39,12000.0,12,0.0
GE-0644,Germany,Sales,Junior,Fully Remote,1.5,73858.0,5.9,6.65,12000.0,3,0.0
GE-0645,Germany,HR & Ops,Junior,Fully Remote,3.9,70312.0,7.2,7.2,12000.0,13,0.0
GE-0646,Germany,Sales,Junior,In-Office,2.3,60998.0,5.5,5.63,0.0,15,6.7361806901977515
GE-0647,Germany,Engineering,Junior,Hybrid,1.9,54098.0,7.47,3.74,6000.0,9,2.254628274020525
GE-0648,Germany,Sales,Senior,Hybrid,1.6,53473.0,6.52,7.2,6000.0,9,1.1333196596466122
GE-0649,Germany,Engineering,Senior,Hybrid,3.2,71953.0,6.72,9.53,6000.0,14,2.6704881203177315
GE-0650,Germany,Sales,Lead,Hybrid,3.0,80977.0,9.08,8.79,6000.0,11,2.8032624589727204
GE-0651,Germany,Sales,Junior,Fully Remote,0.6,56715.0,8.31,8.25,12000.0,11,0.0
GE-0652,Germany,Product Management,Senior,Hybrid,2.2,70959.0,8.33,9.25,6000.0,15,1.122687748967736
GE-0653,Germany,Data & Analytics,Senior,Hybrid,2.8,37869.0,6.29,7.53,6000.0,12,2.9411093414569915
GE-0654,Germany,Engineering,Manager,Hybrid,3.0,57400.0,7.22,7.7,6000.0,14,2.0380433871571118
GE-0655,Germany,Engineering,Junior,Hybrid,0.8,64596.0,9.06,6.47,6000.0,17,2.343952275854102
GE-0656,Germany,Data & Analytics,Senior,Fully Remote,4.7,53174.0,7.17,6.33,12000.0,13,0.0
GE-0657,Germany,Engineering,Mid,Fully Remote,0.5,52825.0,9.78,7.72,12000.0,7,0.0
GE-0658,Germany,HR & Ops,Mid,Fully Remote,1.5,56319.0,7.47,8.61,12000.0,5,0.0
GE-0659,Germany,Data & Analytics,Junior,Hybrid,5.3,68799.0,7.83,7.19,6000.0,17,1.7325727724130444
GE-0660,Germany,Sales,Mid,Hybrid,2.9,62565.0,7.23,6.72,6000.0,12,1.4803031920440284
GE-0661,Germany,Sales,Junior,Fully Remote,1.1,35903.0,7.16,6.8,12000.0,9,0.0
GE-0662,Germany,Sales,Junior,In-Office,4.2,37431.0,7.02,7.4,0.0,8,6.485065069671315
GE-0663,Germany,Sales,Senior,Hybrid,2.9,57111.0,8.45,5.23,6000.0,9,1.8404992036150838
GE-0664,Germany,HR & Ops,Mid,Fully Remote,5.6,70950.0,8.15,3.36,12000.0,10,0.0
GE-0665,Germany,HR & Ops,Senior,Fully Remote,4.6,29282.0,6.06,5.97,12000.0,16,0.0
GE-0666,Germany,HR & Ops,Mid,Fully Remote,3.3,58504.0,5.4,4.97,12000.0,10,0.0
GE-0667,Germany,Product Management,Lead,Fully Remote,2.3,58159.0,4.8,6.04,12000.0,3,0.0
GE-0668,Germany,Data & Analytics,Senior,Fully Remote,0.5,83048.0,7.61,6.58,12000.0,14,0.0
GE-0669,Germany,Data & Analytics,Senior,Fully Remote,1.1,59995.0,5.68,6.12,12000.0,16,0.0
GE-0670,Germany,Engineering,Mid,Fully Remote,1.9,69979.0,4.42,8.98,12000.0,3,0.0
GE-0671,Germany,Sales,Junior,Fully Remote,3.2,66836.0,7.47,7.29,12000.0,13,0.0
GE-0672,Germany,Engineering,Mid,In-Office,2.5,37303.0,10.0,6.95,0.0,10,6.475599079728837
GE-0673,Germany,Product Management,Lead,Fully Remote,1.2,74987.0,6.99,7.73,12000.0,16,0.0
GE-0674,Germany,Product Management,Mid,Hybrid,0.5,67800.0,8.61,5.69,6000.0,16,1.0582475699782106
GE-0675,Germany,HR & Ops,Manager,Hybrid,2.4,71607.0,7.7,8.96,6000.0,3,1.892709158859852
GE-0676,Germany,Sales,Senior,In-Office,1.2,116041.0,7.08,6.39,0.0,6,4.061387576427572
GE-0677,Germany,Engineering,Mid,Fully Remote,4.6,37907.0,8.1,7.81,12000.0,12,0.0
GE-0678,Germany,Data & Analytics,Junior,Hybrid,0.5,87421.0,7.25,5.79,6000.0,8,2.799201189526472
GE-0679,Germany,HR & Ops,Mid,In-Office,3.1,61263.0,7.52,4.17,0.0,9,3.4337431775069076
GE-0680,Germany,Engineering,Junior,In-Office,9.9,68735.0,7.59,7.73,0.0,8,6.364129442790421
GE-0681,Germany,Data & Analytics,Senior,In-Office,0.7,64408.0,6.4,7.06,0.0,10,5.9508538682487195
GE-0682,Germany,Data & Analytics,Junior,Fully Remote,2.2,59485.0,8.19,5.45,12000.0,10,0.0
GE-0683,Germany,Sales,Senior,Fully Remote,0.5,57592.0,6.79,5.5,12000.0,5,0.0
GE-0684,Germany,Data & Analytics,Senior,Hybrid,3.4,69284.0,6.69,9.09,6000.0,16,1.3433563900864338
GE-0685,Germany,HR & Ops,Junior,In-Office,2.8,45277.0,7.84,4.72,0.0,14,5.779354070994797
GE-0686,Germany,Product Management,Lead,Hybrid,1.8,74758.0,6.52,9.86,6000.0,17,2.3315304805307346
GE-0687,Germany,Data & Analytics,Manager,Hybrid,2.6,59589.0,7.63,6.05,6000.0,10,1.67599756205698
GE-0688,Germany,Sales,Junior,Fully Remote,7.9,50309.0,6.99,7.76,12000.0,14,0.0
GE-0689,Germany,Data & Analytics,Senior,Hybrid,0.8,59150.0,8.9,6.91,6000.0,5,2.203962705948905
GE-0690,Germany,Product Management,Junior,Fully Remote,0.5,81343.0,7.57,7.7,12000.0,13,0.0
GE-0691,Germany,Sales,Lead,Fully Remote,6.9,58041.0,6.97,5.98,12000.0,12,0.0
GE-0692,Germany,Engineering,Lead,Hybrid,3.0,69660.0,8.58,7.16,6000.0,9,1.396006060615107
GE-0693,Germany,Data & Analytics,Mid,Hybrid,7.7,55498.0,9.27,7.46,6000.0,10,1.8578379189874206
GE-0694,Germany,HR & Ops,Mid,Fully Remote,3.2,74853.0,7.67,5.3,12000.0,12,0.0
GE-0695,Germany,Data & Analytics,Senior,Fully Remote,5.8,73912.0,7.01,7.91,12000.0,3,0.0
GE-0696,Germany,Data & Analytics,Mid,Hybrid,2.0,89032.0,6.03,6.63,6000.0,5,1.6934375224718223
GE-0697,Germany,HR & Ops,Senior,Fully Remote,4.9,62718.0,5.72,6.46,12000.0,7,0.0
GE-0698,Germany,HR & Ops,Mid,Hybrid,8.5,73693.0,7.23,5.91,6000.0,8,1.7891022585627463
GE-0699,Germany,Engineering,Junior,Fully Remote,3.0,66275.0,6.27,2.96,12000.0,3,0.0
GE-0700,Germany,HR & Ops,Junior,Hybrid,0.7,81846.0,7.38,7.11,6000.0,10,2.6612715293721783
GE-0701,Germany,Sales,Senior,Hybrid,1.1,55655.0,7.67,10.0,6000.0,15,1.5064023267399533
GE-0702,Germany,Data & Analytics,Junior,Fully Remote,0.8,74685.0,7.64,7.98,12000.0,8,0.0
GE-0703,Germany,Engineering,Junior,Fully Remote,1.0,62469.0,6.92,6.77,12000.0,5,0.0
GE-0704,Germany,Product Management,Mid,Fully Remote,1.3,64166.0,7.58,6.41,12000.0,7,0.0
GE-0705,Germany,Engineering,Junior,Fully Remote,2.8,66193.0,7.08,6.83,12000.0,9,0.0
GE-0706,Germany,Data & Analytics,Mid,In-Office,3.1,68279.0,4.83,7.32,0.0,13,4.03895232352377
GE-0707,Germany,Data & Analytics,Senior,Fully Remote,1.9,63489.0,5.87,5.03,12000.0,16,0.0
GE-0708,Germany,HR & Ops,Senior,In-Office,3.3,67791.0,7.03,8.17,0.0,16,4.4193909079535665
GE-0709,Germany,Data & Analytics,Senior,Fully Remote,0.5,85516.0,5.55,7.87,12000.0,5,0.0
GE-0710,Germany,Engineering,Mid,Hybrid,0.5,77811.0,8.32,8.48,6000.0,12,1.7649689211651887
GE-0711,Germany,Engineering,Senior,Hybrid,0.7,76299.0,9.44,8.06,6000.0,9,1.0078282114707813
GE-0712,Germany,Product Management,Mid,Hybrid,2.6,59078.0,9.06,7.43,6000.0,4,2.7025223347241205
GE-0713,Germany,Engineering,Manager,Hybrid,0.8,53440.0,7.34,8.41,6000.0,7,1.4890808859685987
GE-0714,Germany,HR & Ops,Lead,Hybrid,1.2,77419.0,9.39,8.29,6000.0,6,1.9963974391233708
GE-0715,Germany,Data & Analytics,Lead,Fully Remote,1.8,76389.0,7.18,6.27,12000.0,13,0.0
GE-0716,Germany,Engineering,Junior,In-Office,5.8,84145.0,6.8,5.64,0.0,16,4.218192846727915
GE-0717,Germany,Sales,Senior,In-Office,0.5,57148.0,6.46,6.65,0.0,5,3.3776354301294345
GE-0718,Germany,Product Management,Senior,In-Office,3.7,62016.0,6.84,8.82,0.0,15,5.980319655502975
GE-0719,Germany,Data & Analytics,Senior,Fully Remote,3.9,43687.0,6.53,4.94,12000.0,10,0.0
GE-0720,Germany,Sales,Mid,Hybrid,5.6,59898.0,7.8,5.2,6000.0,4,2.614523298652501
GE-0721,Germany,HR & Ops,Junior,In-Office,9.4,77955.0,7.39,6.75,0.0,13,7.667275526249261
GE-0722,Germany,HR & Ops,Senior,Fully Remote,0.5,58936.0,7.0,6.88,12000.0,15,0.0
GE-0723,Germany,Engineering,Junior,Fully Remote,0.6,73326.0,7.52,7.06,12000.0,15,0.0
GE-0724,Germany,Product Management,Mid,Hybrid,7.6,62523.0,9.03,7.77,6000.0,3,2.528503196138791
GE-0725,Germany,Engineering,Senior,Hybrid,2.1,69213.0,8.74,7.07,6000.0,11,2.706931106405106
GE-0726,Germany,Data & Analytics,Manager,In-Office,2.9,50080.0,5.42,8.73,0.0,7,5.169440242427397
GE-0727,Germany,Product Management,Mid,Fully Remote,3.8,66108.0,3.94,4.4,12000.0,11,0.0
GE-0728,Germany,Data & Analytics,Senior,Hybrid,4.0,26115.0,8.72,6.16,6000.0,11,2.1746955824860557
GE-0729,Germany,HR & Ops,Mid,Fully Remote,9.4,62570.0,5.36,6.65,12000.0,11,0.0
GE-0730,Germany,Data & Analytics,Manager,Fully Remote,15.0,43804.0,6.73,4.34,12000.0,14,0.0
GE-0731,Germany,Sales,Mid,Fully Remote,4.5,80678.0,5.6,6.54,12000.0,5,0.0
GE-0732,Germany,HR & Ops,Junior,In-Office,1.2,75106.0,5.04,8.99,0.0,17,7.86261247816831
GE-0733,Germany,Sales,Senior,Hybrid,7.4,71067.0,8.25,7.43,6000.0,6,1.4645793081929053
GE-0734,Germany,Data & Analytics,Mid,Hybrid,0.5,84773.0,8.51,7.75,6000.0,7,2.7400498510403315
GE-0735,Germany,HR & Ops,Mid,Fully Remote,0.9,52664.0,6.31,4.91,12000.0,10,0.0
GE-0736,Germany,Data & Analytics,Junior,In-Office,8.0,87716.0,4.09,5.58,0.0,17,7.946399725531925
